CSPM_0_001,TIMING,INIT,0,33.000000
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2017.600,0.00152
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2017.600,7e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2017.600,0.000534
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2017.600,2.27e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2017.600,0.000322
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2017.600,8.79e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2017.600,5.69e-05
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2017.600,1.51e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2017.600,2.87e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2017.600,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2017.600,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2017.600,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2017.600,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2017.600,0.000339
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2017.600,0.000182
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2017.600,0.00391
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2017.600,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2017.600,0.00435
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2017.600,0
CSPM_0_001,ANALYSIS,SCORE,0,2017.600,3.678800
CSPM_0_001,ANALYSIS,FAILED,0,2017.600,0
CSPM_0_001,ANALYSIS,POOR,0,2017.600,1471108
CSPM_0_001,ANALYSIS,INFECTED,0,2017.901,1817797
CSPM_0_001,ANALYSIS,PREVALENCE,0,2017.901,0.045445
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2017.901,0.041890
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2017.901,0.049042
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2017.901,0.069579
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2017.901,0.032250
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2017.901,32752488
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2017.901,1208770
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2017.901,1069499
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2017.901,0.009
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2017.901,0.010
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2017.901,0.004
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2017.901,0.006
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2017.901,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2017.901,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2017.901,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2017.901,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2017.901,0.00104
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2017.901,6.22e-05
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2017.901,0.00711
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2017.901,0.00507
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2017.901,0.053
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2017.901,0.0654
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2017.901,0.077
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2017.901,0.11
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2017.901,0.108
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2017.901,0.134
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2017.901,0.118
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2017.901,0.146
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2017.901,0.105
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2017.901,0.136
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2017.901,0.0695
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2017.901,0.114
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2017.901,0.00214
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2017.901,0.00749
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2017.901,0.000473
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2017.901,0.0021
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2017.901,9.72e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2017.901,0.000772
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2017.901,3.05e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2017.901,0.000441
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2017.901,2.02e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2017.901,8.03e-05
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2017.901,3.03e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2017.901,4.04e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2017.901,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2017.901,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2017.901,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2017.901,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2017.901,0.000395
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2017.901,0.000258
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2017.901,0.00484
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2017.901,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2017.901,0.00435
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2017.901,0
CSPM_0_001,ANALYSIS,SCORE,0,2017.901,3.880365
CSPM_0_001,ANALYSIS,FAILED,0,2017.901,0
CSPM_0_001,ANALYSIS,POOR,0,2017.901,1916046
CSPM_0_001,ANALYSIS,INFECTED,0,2018.203,1925730
CSPM_0_001,ANALYSIS,PREVALENCE,0,2018.203,0.048143
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2018.203,0.044735
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2018.203,0.051593
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2018.203,0.075233
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2018.203,0.033812
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2018.203,40663169
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2018.203,1489464
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2018.203,1317649
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2018.203,0.012
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2018.203,0.013
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2018.203,0.006
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2018.203,0.008
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2018.203,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2018.203,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2018.203,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2018.203,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2018.203,0.00126
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2018.203,7.78e-05
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2018.203,0.00837
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2018.203,0.0054
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2018.203,0.0572
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2018.203,0.0674
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2018.203,0.0829
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2018.203,0.114
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2018.203,0.115
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2018.203,0.139
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2018.203,0.125
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2018.203,0.153
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2018.203,0.111
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2018.203,0.143
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2018.203,0.0735
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2018.203,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2018.203,0.00318
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2018.203,0.0107
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2018.203,0.000637
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2018.203,0.003
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2018.203,0.000134
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2018.203,0.0011
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2018.203,4.62e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2018.203,0.000608
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2018.203,2.55e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2018.203,0.000105
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2018.203,6.05e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2018.203,6.28e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2018.203,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2018.203,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2018.203,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2018.203,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2018.203,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2018.203,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2018.203,0.00615
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2018.203,0.000221
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2018.203,0.0109
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2018.203,0
CSPM_0_001,ANALYSIS,SCORE,0,2018.203,4.004286
CSPM_0_001,ANALYSIS,FAILED,0,2018.203,0
CSPM_0_001,ANALYSIS,POOR,0,2018.203,2357393
CSPM_0_001,ANALYSIS,INFECTED,0,2018.504,2040481
CSPM_0_001,ANALYSIS,PREVALENCE,0,2018.504,0.051012
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2018.504,0.047743
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2018.504,0.054321
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2018.504,0.081502
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2018.504,0.035670
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2018.504,47546700
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2018.504,1805627
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2018.504,1589664
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2018.504,0.015
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2018.504,0.017
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2018.504,0.008
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2018.504,0.011
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2018.504,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2018.504,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2018.504,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2018.504,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2018.504,0.00143
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2018.504,8.82e-05
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2018.504,0.00952
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2018.504,0.00568
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2018.504,0.0613
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2018.504,0.0696
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2018.504,0.0892
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2018.504,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2018.504,0.122
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2018.504,0.146
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2018.504,0.132
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2018.504,0.16
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2018.504,0.118
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2018.504,0.151
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2018.504,0.078
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2018.504,0.126
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2018.504,0.00449
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2018.504,0.0142
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2018.504,0.000869
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2018.504,0.00401
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2018.504,0.000179
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2018.504,0.00147
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2018.504,6.01e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2018.504,0.000747
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2018.504,3.16e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2018.504,0.000135
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2018.504,7.57e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2018.504,8.34e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2018.504,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2018.504,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2018.504,0
