CSPM_0_001,TIMING,INIT,3,23.000000
CSPM_0_001,TIMING,INIT,1,23.000000
CSPM_0_001,ANALYSIS,INFECTED,1,2017.000,767999
CSPM_0_001,ANALYSIS,PREVALENCE,1,2017.000,0.038400
CSPM_0_001,ANALYSIS,MALEPREVALENCE,1,2017.000,0.034213
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,1,2017.000,0.042639
CSPM_0_001,ANALYSIS,MSMPREVALENCE,1,2017.000,0.053575
CSPM_0_001,ANALYSIS,WSWPREVALENCE,1,2017.000,0.028121
CSPM_0_001,ANALYSIS,PARTNERSHIPS,1,2017.000,6592826
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,1,2017.000,16545
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,1,2017.000,39805
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,1,2017.000,0.000
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,1,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,1,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,1,2017.000,0.000
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,1,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,1,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,1,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,1,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,1,2017.000,0.00211
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,1,2017.000,0.00404
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,1,2017.000,0.0405
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,1,2017.000,0.0592
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,1,2017.000,0.0607
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,1,2017.000,0.0992
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,1,2017.000,0.09
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,1,2017.000,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,1,2017.000,0.1
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,1,2017.000,0.129
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,1,2017.000,0.0897
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,1,2017.000,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,1,2017.000,0.0597
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,1,2017.000,0.0993
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,1,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,1,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,1,2017.000,0
CSPM_0_001,ANALYSIS,SCORE,1,2017.000,0.000000
CSPM_0_001,ANALYSIS,FAILED,1,2017.000,0
CSPM_0_001,ANALYSIS,POOR,1,2017.000,0
CSPM_0_001,TIMING,INIT,0,24.000000
CSPM_0_001,ANALYSIS,INFECTED,0,2017.000,769155
CSPM_0_001,ANALYSIS,PREVALENCE,0,2017.000,0.038458
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2017.000,0.034310
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2017.000,0.042656
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2017.000,0.054991
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2017.000,0.028016
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2017.000,6592826
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2017.000,16251
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2017.000,39671
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2017.000,0.000
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2017.000,0.000
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2017.000,0.00202
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2017.000,0.00399
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2017.000,0.0407
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2017.000,0.0598
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2017.000,0.0607
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2017.000,0.0996
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2017.000,0.0904
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2017.000,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2017.000,0.1
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2017.000,0.129
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2017.000,0.0897
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2017.000,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2017.000,0.06
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2017.000,0.0992
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2017.000,0
CSPM_0_001,ANALYSIS,SCORE,0,2017.000,0.000000
CSPM_0_001,ANALYSIS,FAILED,0,2017.000,0
CSPM_0_001,ANALYSIS,POOR,0,2017.000,0
CSPM_0_001,TIMING,INIT,2,24.000000
CSPM_0_001,ANALYSIS,INFECTED,2,2017.000,768978
CSPM_0_001,ANALYSIS,PREVALENCE,2,2017.000,0.038449
CSPM_0_001,ANALYSIS,MALEPREVALENCE,2,2017.000,0.034291
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,2,2017.000,0.042656
CSPM_0_001,ANALYSIS,MSMPREVALENCE,2,2017.000,0.053903
CSPM_0_001,ANALYSIS,WSWPREVALENCE,2,2017.000,0.027416
CSPM_0_001,ANALYSIS,PARTNERSHIPS,2,2017.000,6592826
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,2,2017.000,16341
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,2,2017.000,40012
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,2,2017.000,0.000
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,2,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,2,2017.000,0.000
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,2,2017.000,0.000
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,2,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,2,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,2,2017.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,2,2017.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,2,2017.000,0.00194
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,2,2017.000,0.00393
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,2,2017.000,0.0404
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,2,2017.000,0.06
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,2,2017.000,0.0602
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,2,2017.000,0.0997
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,2,2017.000,0.0898
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,2,2017.000,0.12
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,2,2017.000,0.101
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,2,2017.000,0.129
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,2,2017.000,0.0901
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,2,2017.000,0.119
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,2,2017.000,0.0599
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,2,2017.000,0.0994
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,2,2017.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,2,2017.000,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,2,2017.000,0
CSPM_0_001,ANALYSIS,SCORE,2,2017.000,0.000000
CSPM_0_001,ANALYSIS,FAILED,2,2017.000,0
CSPM_0_001,ANALYSIS,POOR,2,2017.000,0
CSPM_0_001,ANALYSIS,INFECTED,0,2017.299,823469
CSPM_0_001,ANALYSIS,PREVALENCE,0,2017.299,0.041173
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2017.299,0.037133
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2017.299,0.045263
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2017.299,0.060419
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2017.299,0.029685
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2017.299,9597109
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2017.299,297343
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2017.299,266232
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2017.299,0.003
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2017.299,0.003
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2017.299,0.002
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2017.299,0.003
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2017.299,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2017.299,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2017.299,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2017.299,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2017.299,0.000283
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2017.299,1.82e-05
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2017.299,0.00375
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2017.299,0.00439
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2017.299,0.0449
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2017.299,0.0619
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2017.299,0.0667
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2017.299,0.104
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2017.299,0.097
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2017.299,0.125
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2017.299,0.107
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2017.299,0.136
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2017.299,0.0956
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2017.299,0.126
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2017.299,0.0635
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2017.299,0.105
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2017.299,0.000775
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2017.299,0.00313
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2017.299,0.000213
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2017.299,0.000953
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2017.299,5.07e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2017.299,0.000337
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2017.299,1.56e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2017.299,0.000206
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2017.299,8.81e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2017.299,3.75e-05
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2017.299,1.79e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2017.299,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2017.299,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2017.299,0.000395
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2017.299,8.82e-05
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2017.299,0.00218
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2017.299,0
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2017.299,0
CSPM_0_001,ANALYSIS,SCORE,0,2017.299,2.956981
CSPM_0_001,ANALYSIS,FAILED,0,2017.299,0
CSPM_0_001,ANALYSIS,POOR,0,2017.299,461269
CSPM_0_001,ANALYSIS,INFECTED,2,2017.299,823406
CSPM_0_001,ANALYSIS,PREVALENCE,2,2017.299,0.041170
CSPM_0_001,ANALYSIS,MALEPREVALENCE,2,2017.299,0.037136
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,2,2017.299,0.045252
CSPM_0_001,ANALYSIS,MSMPREVALENCE,2,2017.299,0.059369
CSPM_0_001,ANALYSIS,WSWPREVALENCE,2,2017.299,0.029170
CSPM_0_001,ANALYSIS,PARTNERSHIPS,2,2017.299,9596150
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,2,2017.299,296513
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,2,2017.299,267536
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,2,2017.299,0.003
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,2,2017.299,0.003
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,2,2017.299,0.002
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,2,2017.299,0.003
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,2,2017.299,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,2,2017.299,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,2,2017.299,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,2,2017.299,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,2,2017.299,0.000246
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,2,2017.299,5.18e-06
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,2,2017.299,0.00378
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,2,2017.299,0.00432
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,2,2017.299,0.0447
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,2,2017.299,0.062
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,2,2017.299,0.0663
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,2,2017.299,0.104
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,2,2017.299,0.0966
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,2,2017.299,0.125
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,2,2017.299,0.108
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,2,2017.299,0.136
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,2,2017.299,0.0961
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,2,2017.299,0.126
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,2,2017.299,0.0634
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,2,2017.299,0.105
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,2,2017.299,0.000826
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,2,2017.299,0.00317
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,2,2017.299,0.000212
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,2,2017.299,0.000914
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,2,2017.299,3.86e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,2,2017.299,0.000354
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,2,2017.299,1.22e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,2,2017.299,0.000197
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,2,2017.299,1.76e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,2,2017.299,2.41e-05
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,2,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,2,2017.299,1.08e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,2,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,2,2017.299,0
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,2,2017.299,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,2,2017.299,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,2,2017.299,0.000451
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,2,2017.299,6.28e-05
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,2,2017.299,0.00456
